text,label,attack_type,series,tier,psych_principles,source
UBA: We've detected unusual activity on your account. Log in to the UBA Mobile App to review. Do NOT click any links sent to you — we never send login links via SMS.,0,None,HardNegative_Banking,Legit,,template_legit
Ref: SEC/2025/0084 — You find a portable hard drive in the company car park. It is labelled 'PROJECT PROPOSAL — CONFIDENTIAL — Board Meeting 2025'. No one around claims to own it.,1,Baiting,Physical Security,Novice,Self-Interest + Curiosity + Physical Attack Vector,seag_augmented
"Airtel: Your recharge of ₦45,000 was successful. Your bonus 200MB data is now active. Valid for 7 days.",0,None,Telecom,Legit,,template_legit
"Your NHIS claims portal shows a pending reimbursement of ₦40,000. To receive payment, verify your account at nhis-reimbursement.com within 48 hours. Reply STOP to opt out or proceed now.",1,Phishing,Healthcare & Medical,Defender,Fear of Missing Reimbursement,seag_augmented
"OPay: Security alert — your OPay account was accessed from a new device on 22 June 2025. If this was not you, change your PIN in the app immediately. Ref: PAY-2025-0034521.",0,None,HardNegative_Banking,Legit,,template_legit
"Team meeting rescheduled to Thursday 2pm in the boardroom. Agenda: Q4 planning, budget review, HR updates. Please confirm attendance.",0,None,Work,Legit,,template_legit
FIRS: Your TIN 98765432-0002 has been updated in our system. No further action required. Portal: taxpromax.firs.gov.ng,0,None,Government,Legit,,template_legit
"Call: 'This is Airtel VIP customer retention team. Due to your loyal patronage, you've been upgraded to our Premium Plan with 50GB data free. Reply STOP to opt out or proceed now.",1,Vishing,Telecom & Mobile,Defender,Flattery + Self-Care Credential,seag_augmented
"[AUTOMATED MESSAGE] You receive an email from 'security@zenithbank-alert.com' addressed to General Publics: 'Your Zenith Bank account has been restricted after a ₦120,000 transfer attempt to an account in Benin City was flagged. Verify identity at zenithbank-secure-ng.com within 24 hours to restore access.'",1,Phishing,Banking & Finance,Novice,Fear + False Legitimacy,seag_augmented
"Konga: Payment confirmed for order #JM-003421 (₦120,000). Your item ships within 2 business days. Thank you for shopping with Konga.",0,None,Ecommerce,Legit,,template_legit
UBA: We've detected unusual activity on your account. Log in to the UBA Mobile App to review. Do NOT click any links sent to you — we never send login links via SMS.,0,None,HardNegative_Banking,Legit,,template_legit
Your Sterling Bank account has been flagged for unusual login activity from Kaduna. Confirm your identity within 72 hours at sterlingbank-security-verify.com. Do not ignore this message.,1,Phishing,Banking & Finance,Sentinel,Fear + False Familiarity,seag_augmented
Glo: This is a reminder that your NIN-SIM linkage deadline is 3 August 2025. Visit any Glo office or dial *109# to verify. This service is FREE.,0,None,HardNegative_Telecom,Legit,,template_legit
"9mobile: Your monthly ₦8,750 data plan renews on Thursday 24 July. You have 8,750MB remaining. To cancel auto-renewal, dial *244*0#.",0,None,Telecom,Legit,,template_legit
Your Ecobank debit card has been blocked after 3 failed PIN attempts from Jos. Unblock at ecobank-card-unblock.ng. Click the link below to act now.,1,Phishing,Banking & Finance,Sentinel,Urgency + Fear,seag_augmented
"Zenith Bank: Suspicious login attempt on your account at Thursday 24 July. If not you, secure your account via the Zenith Mobile App NOW. Do NOT share your OTP with anyone.",0,None,HardNegative_Banking,Legit,,template_legit
Your Wema Bank account has been flagged for unusual login activity from Kaduna. Confirm your identity within 72 hours at wemabank-security-verify.com. Failure to comply will result in restrictions.,1,Phishing,Banking & Finance,Sentinel,Fear + False Familiarity,seag_augmented
"MTN: Your 45,000MB data bundle is active and expires Thursday 24 July. Dial *131# to check balance or buy more data.",0,None,Telecom,Legit,,template_legit
ACCESS BANK: URGENT — your card ending 7743 has been flagged for suspicious activity. Call the number on the back of your card (not this SMS) to dispute. Do not share OTP.,0,None,HardNegative_Banking,Legit,,template_legit
"Dear Valued Customer, You find a portable hard drive in the church/mosque entrance. It is labelled 'DONATION RECORDS — BOARD MEMBERS ONLY'. No one around claims to own it.",1,Baiting,Physical Security,Novice,Curiosity + Community Trust + Physical Attack Vector,seag_augmented
Your Zenith Bank account has been flagged for unusual login activity from Asaba. Confirm your identity within 24 hours at zenithbank-security-verify.com. Click the link below to act now.,1,Phishing,Banking & Finance,Novice,Fear + False Familiarity,seag_augmented
Email: 'Instagram Security: Your account @user123 has been reported for intellectual property violation. Appeal within 24 hours at instagram-appeal-ng.com or your account will be permanently disabled.',1,Phishing,Social Media & Digital,Sentinel,Fear of Social Loss + Platform Impersonation,seag_csv
"ACTION REQUIRED — A call: 'Good day, I am Officer Ibrahim from the NCC. your SIM card is being used for cybercrime. It will be permanently deactivated in 1 hour unless you verify your identity. This is extremely time-sensitive. Provide your BVN and bank details to begin the clearance process immediately.'",1,Vishing,Government & Identity,Sentinel,Fear + Fear of Telecom Loss + Authority Impersonation,seag_augmented
University of Lagos: Your acceptance letter for Computer Science is ready. Visit the admissions office with your JAMB score of 301 and two passport photos.,0,None,Education,Legit,,template_legit
URGENT: Your First Bank account has been suspended due to a failed BVN match. Re-verify at firstbank-bvn-match.com within 48 hours.,1,Phishing,Banking & Finance,Sentinel,Fear + False Authority,seag_csv
Glo: Your number 07098765432 has been successfully ported. Your new SIM will be active within 24 hours. Thank you for choosing Glo.,0,None,Telecom,Legit,,template_legit
"A Facebook message from what appears to be your friend's account: 'Hey! I just got ₦200,000 from this investment platform, it's legit. Reply STOP to opt out or proceed now.",1,Phishing,Social Media & Digital,Novice,Social Proof + Greed + Compromised Account,seag_augmented
Jumia: Your order #JM-003421 has been shipped! Expected delivery: Thursday 24 July. Track at jumia.com.ng/track. Questions? Call 07000-600-000.,0,None,Ecommerce,Legit,,template_legit
NIMC: Your NIN enrolment is complete. Your NIN is XXXX-XXXX-7821. Store this safely. NIMC will NEVER ask for payment via SMS to retrieve your NIN.,0,None,HardNegative_Govt,Legit,,template_legit
FIRS: Your TIN 12345678-0001 has been updated in our system. No further action required. Portal: taxpromax.firs.gov.ng,0,None,Government,Legit,,template_legit
"SECURITY ALERT: A call: 'Good day, I am Officer Adaeze from the NCC. your SIM card is being used for cybercrime. It will be permanently deactivated in 1 hour unless you verify your identity. This is extremely time-sensitive. Provide your BVN and bank details to begin the clearance process immediately.'",1,Vishing,Government & Identity,Novice,Fear + Fear of Telecom Loss + Authority Impersonation,seag_augmented
"ACCESS BANK: Your account was credited ₦8,750 on 15 July 2025. If you did not initiate this transfer, call 01-2802500 immediately. We will NEVER ask for your PIN or OTP.",0,None,HardNegative_Banking,Legit,,template_legit
"MTN: Your 250,000MB data bundle is active and expires 15 July 2025. Dial *131# to check balance or buy more data.",0,None,Telecom,Legit,,template_legit
"A verified-looking Twitter/X account with 50,000 followers DMs you: 'We are running a social media ambassador programme. We'll pay ₦30,000/week for posting our content. Send your bank details and a selfie with your ID to claim your slot.'",1,Pretexting,Social Media & Digital,Sentinel,Greed + Social Proof + Identity Harvest,seag_csv
Your leave request for 22 June 2025 to 30 June 2025 has been approved by HR. Your leave balance is 7 days remaining.,0,None,Work,Legit,,template_legit
Someone posing as a via student WhatsApp group (University course lecturer) contacts you and asks students to send their student ID and portal login credentials to a personal email address for 'grading system migration purposes'.,1,Pretexting,Education & Academia,Novice,Academic Compliance + Authority,seag_csv
Your Stanbic IBTC account has been flagged for unusual login activity from Enugu. Confirm your identity within 48 hours at stanbicibtc-security-verify.com. Failure to comply will result in restrictions.,1,Phishing,Banking & Finance,Defender,Fear + False Familiarity,seag_augmented
NIMC: Your NIN enrolment is complete. Your NIN is XXXX-XXXX-7821. Store this safely. NIMC will NEVER ask for payment via SMS to retrieve your NIN.,0,None,HardNegative_Govt,Legit,,template_legit
"Team meeting rescheduled to Thursday 2pm in the boardroom. Agenda: Q4 planning, budget review, HR updates. Please confirm attendance.",0,None,Work,Legit,,template_legit
"9mobile: Your monthly ₦120,000 data plan renews on Thursday 24 July. You have 120,000MB remaining. To cancel auto-renewal, dial *244*0#.",0,None,Telecom,Legit,,template_legit
"MTN: Your 120,000MB data bundle is active and expires Thursday 24 July. Dial *131# to check balance or buy more data.",0,None,Telecom,Legit,,template_legit
"You receive an email from 'security@stanbicibtc-alert.com' addressed to Government Employees: 'Your Stanbic IBTC account has been restricted after a ₦750,000 transfer attempt to an account in Abeokuta was flagged. Verify identity at stanbicibtc-secure-ng.com within 24 hours to restore access.' Reply STOP to opt out or proceed now.",1,Phishing,Banking & Finance,Novice,Fear + False Legitimacy,seag_augmented
NIMC: Your NIN enrolment is complete. Your NIN is XXXX-XXXX-3345. Store this safely. NIMC will NEVER ask for payment via SMS to retrieve your NIN.,0,None,HardNegative_Govt,Legit,,template_legit
"A person in scrubs approaches at your hospital's staff entrance: 'Hi, I'm locum from Medicaid HMO. My e-tag isn't working and the IT desk is on break. Reply STOP to opt out or proceed now.",1,Pretexting,Healthcare & Medical,Sentinel,Compassion + Tailgating,seag_augmented
Email to hospital staff: 'NHIS SYSTEM UPDATE: Healthcare provider credentials must be renewed by end of week. Providers failing to renew will have claims suspended. Complete renewal at: nhis-provider-renewal.com.',1,Phishing,Healthcare & Medical,Novice,Professional Obligation + Fear of Business Disruption,seag_csv
"ACTION REQUIRED — SMS: '9mobile: Port your number to our new network architecture. To complete the migration, reply with your 6-digit porting PIN and NIN. Migration is free — valid for 24 hours only.'",1,Smishing,Telecom & Mobile,Sentinel,SIM Swap + OTP Theft,seag_augmented
"First Bank ALERT: Your BVN has been successfully linked. No further action required. If you did not authorise this, visit firstbanknigeria.com or call 0700-34357-282.",0,None,HardNegative_Banking,Legit,,template_legit
"Call: 'This is the Joint Medical Staff Union rep. We are collecting members' biodata for the new healthcare salary scale update. I need your NIN, salary grade level, and bank account for the new payment template.'",1,Vishing,Healthcare & Medical,Defender,Union Trust + Financial Data,seag_csv
CBN: NIN-BVN linkage is required for all bank accounts. Visit your bank branch or use your bank's official USSD code. This service is completely FREE of charge.,0,None,HardNegative_Govt,Legit,,template_legit
SMS: 'NAFDAC WARNING: A batch of medication you may have purchased (Vitamin C tablets) has been recalled due to contamination. Report your purchase at nafdac-recall.com for a refund and medical advice.' Do not ignore this message.,1,Smishing,Banking & Finance,Novice,Health Fear + Civic Duty,seag_augmented
